	46_x1_CHR	46_x1_POS	46_x2_CHR	46_x2_POS	47_x1_CHR	47_x1_POS	47_x2_CHR	47_x2_POS	95_x1_CHR	95_x1_POS	95_x2_CHR	95_x2_POS
93705	2	15.72	2	4.78	#N/A	#N/A	#N/A	#N/A	2	133.49	#N/A	#N/A
75755	2	4.78	#N/A	#N/A	2	14.96	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
95113	2	4.78	#N/A	#N/A	2	14.46	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
18308	2	4.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
37704	14	4.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
72410	32	4.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
104050	32	4.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	32	8.48	#N/A	#N/A
52063	1	15.44	#N/A	#N/A	1	4.92	#N/A	#N/A	1	64.78	#N/A	#N/A
112361	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	14.25	10	4.93
325748	8	10.31	#N/A	#N/A	10	4.93	#N/A	#N/A	10	9.99	#N/A	#N/A
30846	8	10.31	#N/A	#N/A	10	4.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
121630	10	6.83	#N/A	#N/A	8	7.12	10	4.93	#N/A	#N/A	#N/A	#N/A
32333	10	6.31	#N/A	#N/A	10	4.93	8	8.6	10	9.99	#N/A	#N/A
5694	10	9.65	#N/A	#N/A	10	4.93	#N/A	#N/A	8	17.17	#N/A	#N/A
268682	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	4.93	#N/A	#N/A
118316	10	5.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	4.93	#N/A	#N/A
2418	#N/A	#N/A	#N/A	#N/A	10	4.93	#N/A	#N/A	10	9.13	#N/A	#N/A
87159	10	6.31	#N/A	#N/A	10	4.93	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
37875	10	9.99	#N/A	#N/A	10	4.93	8	8.6	#N/A	#N/A	#N/A	#N/A
116418	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	4.93	#N/A	#N/A
100757	2	4.96	#N/A	#N/A	2	15.87	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
47691	2	4.96	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71063	2	4.96	#N/A	#N/A	2	15.87	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
85016	#N/A	#N/A	#N/A	#N/A	14	4.98	#N/A	#N/A	14	8.46	#N/A	#N/A
34344	31	32.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	30	5.02	31	35.9
249281	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	20	5.1	#N/A	#N/A
65408	2	5.13	#N/A	#N/A	2	15.87	#N/A	#N/A	2	128.18	#N/A	#N/A
62063	2	5.13	#N/A	#N/A	2	16.48	#N/A	#N/A	2	128.18	#N/A	#N/A
64769	8	10.31	10	6.31	10	5.27	8	10.8	#N/A	#N/A	#N/A	#N/A
48590	18	5.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
44706	18	5.33	#N/A	#N/A	7	83.37	#N/A	#N/A	18	7.05	7	77.14
16544	18	5.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	77.31	#N/A	#N/A
6322	18	5.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
89283	7	79.37	18	5.33	18	13.44	#N/A	#N/A	7	83.37	#N/A	#N/A
78911	18	5.33	#N/A	#N/A	18	13.44	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122290	18	5.33	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
29056	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	32	5.34	#N/A	#N/A
86373	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	32	5.34	#N/A	#N/A
68135	10	9.65	#N/A	#N/A	10	5.45	#N/A	#N/A	10	9.13	#N/A	#N/A
34070	10	5.45	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	71.22	8	10.8
89144	30	5.47	#N/A	#N/A	30	8.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
66738	2	133.49	#N/A	#N/A	2	5.49	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
128086	2	130.15	2	5.49	2	129.55	2	128.03	#N/A	#N/A	#N/A	#N/A
34364	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.5	7	77.48
7072	7	78.69	#N/A	#N/A	7	71	#N/A	#N/A	18	5.5	7	74.64
141033	#N/A	#N/A	#N/A	#N/A	1	5.53	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
66816	3	5.54	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	49.47	12	209.84
123027	3	21.37	3	5.54	#N/A	#N/A	#N/A	#N/A	12	210.14	#N/A	#N/A
22409	3	5.54	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	198.31	12	210.14
66380	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.67	#N/A	#N/A
99437	#N/A	#N/A	#N/A	#N/A	27	5.71	27	5.71	#N/A	#N/A	#N/A	#N/A
99863	#N/A	#N/A	#N/A	#N/A	10	5.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
81756	10	9.99	8	8.35	10	5.79	8	8.84	#N/A	#N/A	#N/A	#N/A
115166	10	9.82	#N/A	#N/A	10	5.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
81940	#N/A	#N/A	#N/A	#N/A	10	5.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
39951	8	14.42	#N/A	#N/A	10	5.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
123326	#N/A	#N/A	#N/A	#N/A	10	5.79	#N/A	#N/A	10	10.34	#N/A	#N/A
91619	#N/A	#N/A	#N/A	#N/A	10	5.79	31	12.62	#N/A	#N/A	#N/A	#N/A
2270	10	9.13	8	10.55	8	8.6	10	5.79	#N/A	#N/A	#N/A	#N/A
44885	8	10.31	10	5.79	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
120558	10	5.79	8	10.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
83942	20	5.81	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
182312	#N/A	#N/A	#N/A	#N/A	7	5.82	7	83.37	18	5.85	#N/A	#N/A
119640	7	79.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
101785	7	79.37	#N/A	#N/A	7	83.37	#N/A	#N/A	18	5.85	#N/A	#N/A
121619	#N/A	#N/A	#N/A	#N/A	18	13.09	#N/A	#N/A	18	5.85	#N/A	#N/A
121391	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
25149	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
263056	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
65269	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
110930	#N/A	#N/A	#N/A	#N/A	18	13.61	#N/A	#N/A	7	86.53	18	5.85
126207	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
4217	18	8.78	#N/A	#N/A	18	13.61	#N/A	#N/A	18	5.85	7	77.82
76592	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
14399	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
241234	#N/A	#N/A	#N/A	#N/A	7	83.37	#N/A	#N/A	18	5.85	#N/A	#N/A
214619	18	8.95	#N/A	#N/A	7	83.37	#N/A	#N/A	18	5.85	#N/A	#N/A
72080	#N/A	#N/A	#N/A	#N/A	18	13.61	#N/A	#N/A	18	5.85	#N/A	#N/A
80626	7	89.28	18	8.95	18	13.09	7	76.96	18	5.85	7	76.45
15820	18	8.95	#N/A	#N/A	7	83.37	#N/A	#N/A	18	5.85	#N/A	#N/A
53975	18	8.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
123396	7	89.89	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	77.82	18	5.85
2319	7	79.37	18	7.05	18	13.44	#N/A	#N/A	18	5.85	7	76.79
58173	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
48470	7	79.37	18	8.78	18	13.09	#N/A	#N/A	18	5.85	#N/A	#N/A
66162	18	8.78	7	79.37	7	83.37	#N/A	#N/A	18	5.85	7	83.37
28645	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
67532	7	79.37	#N/A	#N/A	7	83.37	18	13.27	18	5.85	#N/A	#N/A
36463	7	79.2	#N/A	#N/A	18	12.75	7	71	7	75.24	18	5.85
138306	#N/A	#N/A	#N/A	#N/A	18	13.09	#N/A	#N/A	7	76.1	18	5.85
117623	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
10155	7	79.37	18	11.02	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
43121	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	5.85	#N/A	#N/A
92653	24	6.1	#N/A	#N/A	34	5.91	#N/A	#N/A	24	6.86	#N/A	#N/A
75670	10	5.97	8	10.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
48315	10	5.97	#N/A	#N/A	8	8.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
64972	10	5.97	8	8.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
59657	10	5.97	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
72943	10	5.97	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
47396	18	44.99	7	79.37	18	13.09	#N/A	#N/A	7	76.1	18	6.02
106440	10	6.14	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	14.25	#N/A	#N/A
1093	#N/A	#N/A	#N/A	#N/A	3	6.15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
88579	#N/A	#N/A	#N/A	#N/A	3	6.15	#N/A	#N/A	12	198.31	12	38.76
4232	#N/A	#N/A	#N/A	#N/A	3	6.15	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
112999	3	6.15	3	46.42	#N/A	#N/A	#N/A	#N/A	12	37.84	12	198.31
213260	18	8.95	7	79.37	7	83.37	#N/A	#N/A	18	6.19	7	84.62
17162	7	79.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	6.19	#N/A	#N/A
68056	#N/A	#N/A	#N/A	#N/A	18	6.19	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
65123	2	6.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	127.27	#N/A	#N/A
61844	20	6.28	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
93112	5	87.04	#N/A	#N/A	5	6.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
112342	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	5	6.31	#N/A	#N/A
123211	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	6.31	#N/A	#N/A
39428	10	6.31	#N/A	#N/A	8	10.8	#N/A	#N/A	8	14.42	10	10.34
41027	10	6.31	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
125065	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	6.31	#N/A	#N/A
125697	#N/A	#N/A	#N/A	#N/A	33	6.42	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
74732	3	6.46	3	344.23	#N/A	#N/A	#N/A	#N/A	12	192.47	#N/A	#N/A
98655	#N/A	#N/A	#N/A	#N/A	3	6.46	3	144.67	#N/A	#N/A	#N/A	#N/A
247266	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	5	6.47	#N/A	#N/A
35153	8	8.6	10	6.66	8	8.35	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
39467	32	6.66	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
111386	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	32	6.66	#N/A	#N/A
70385	20	6.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	20	9.69	#N/A	#N/A
24096	3	6.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	12	193.7	12	54.68
1147	#N/A	#N/A	#N/A	#N/A	3	6.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
122702	#N/A	#N/A	#N/A	#N/A	3	274.46	3	6.76	#N/A	#N/A	#N/A	#N/A
120878	3	22.6	#N/A	#N/A	3	6.76	#N/A	#N/A	12	210.45	#N/A	#N/A
106959	#N/A	#N/A	#N/A	#N/A	3	6.76	3	274.46	#N/A	#N/A	#N/A	#N/A
50122	#N/A	#N/A	#N/A	#N/A	3	6.76	3	274.46	#N/A	#N/A	#N/A	#N/A
10571	3	21.07	#N/A	#N/A	3	6.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
95039	3	6.76	#N/A	#N/A	3	44.89	#N/A	#N/A	12	216.03	#N/A	#N/A
99029	3	19.24	#N/A	#N/A	3	332.67	3	6.76	#N/A	#N/A	#N/A	#N/A
191102	#N/A	#N/A	#N/A	#N/A	3	6.76	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
51881	#N/A	#N/A	#N/A	#N/A	3	6.76	3	144.67	12	198.31	#N/A	#N/A
35550	18	61.09	#N/A	#N/A	18	6.88	7	54.15	#N/A	#N/A	#N/A	#N/A
49218	11	59.01	18	58.67	18	6.88	11	59.01	18	67.79	#N/A	#N/A
64642	31	59.87	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	30	6.99	#N/A	#N/A
26134	#N/A	#N/A	#N/A	#N/A	7	83.37	#N/A	#N/A	18	7.05	#N/A	#N/A
104929	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	7.05	#N/A	#N/A
55216	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	7.05	#N/A	#N/A
64340	#N/A	#N/A	#N/A	#N/A	18	13.09	#N/A	#N/A	18	7.05	#N/A	#N/A
35899	7	79.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	7.05	#N/A	#N/A
81229	18	7.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	83.37	18	7.05
64365	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	85.62	18	7.05
31090	7	79.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	7.05	#N/A	#N/A
13880	#N/A	#N/A	#N/A	#N/A	18	12.92	7	83.37	18	7.05	#N/A	#N/A
71499	18	7.05	#N/A	#N/A	18	13.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
77749	7	79.2	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	7.05	#N/A	#N/A
10506	18	8.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	7.05	#N/A	#N/A
67674	#N/A	#N/A	#N/A	#N/A	18	13.09	#N/A	#N/A	18	7.05	#N/A	#N/A
118998	18	7.05	7	79.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71299	18	7.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	74.64	18	16.19
43144	18	7.05	#N/A	#N/A	18	13.09	7	83.37	#N/A	#N/A	#N/A	#N/A
40072	3	18.02	#N/A	#N/A	3	7.07	#N/A	#N/A	12	36.32	#N/A	#N/A
101257	#N/A	#N/A	#N/A	#N/A	3	7.07	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
42689	3	246.06	3	7.07	3	44.89	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
37931	8	7.12	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	17.02	#N/A	#N/A
33204	8	7.12	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
24761	#N/A	#N/A	#N/A	#N/A	8	7.12	#N/A	#N/A	8	14.25	#N/A	#N/A
102426	#N/A	#N/A	#N/A	#N/A	8	7.12	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
105336	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	7.12	#N/A	#N/A
26640	7	88.98	18	7.23	18	13.09	#N/A	#N/A	18	12.4	#N/A	#N/A
9651	18	7.23	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
74331	18	7.23	7	89.28	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
142424	#N/A	#N/A	#N/A	#N/A	18	7.23	#N/A	#N/A	18	46.81	#N/A	#N/A
226976	4	7.29	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
213998	#N/A	#N/A	#N/A	#N/A	3	7.37	#N/A	#N/A	12	201.68	#N/A	#N/A
75145	5	7.52	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
84376	14	7.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
106149	#N/A	#N/A	#N/A	#N/A	24	7.61	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8704	#N/A	#N/A	#N/A	#N/A	3	7.67	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
100211	#N/A	#N/A	#N/A	#N/A	5	7.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
71758	5	7.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8466	5	7.83	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
38148	5	87.19	5	7.83	5	87.04	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
69370	#N/A	#N/A	#N/A	#N/A	5	7.83	6	25.86	#N/A	#N/A	#N/A	#N/A
17484	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	30	7.9	#N/A	#N/A
490	30	10.92	30	10.92	30	7.9	#N/A	#N/A	30	7.9	30	7.9
90426	#N/A	#N/A	#N/A	#N/A	30	7.9	#N/A	#N/A	30	15.16	#N/A	#N/A
125507	#N/A	#N/A	#N/A	#N/A	30	7.9	#N/A	#N/A	30	14.55	#N/A	#N/A
29935	7	79.55	18	7.92	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
18203	18	7.92	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
55431	18	7.92	7	79.37	#N/A	#N/A	#N/A	#N/A	7	77.82	#N/A	#N/A
115316	5	92.33	#N/A	#N/A	5	7.98	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
30315	#N/A	#N/A	#N/A	#N/A	32	8.02	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
25329	#N/A	#N/A	#N/A	#N/A	32	8.02	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
92004	#N/A	#N/A	#N/A	#N/A	32	8.02	#N/A	#N/A	32	8.48	#N/A	#N/A
20326	5	10.09	#N/A	#N/A	5	8.13	#N/A	#N/A	5	9.94	#N/A	#N/A
120630	2	8.17	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	2	130.46	#N/A	#N/A
110222	7	79.2	18	8.26	18	12.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
106271	18	8.26	#N/A	#N/A	18	12.75	#N/A	#N/A	18	15.16	#N/A	#N/A
26309	#N/A	#N/A	#N/A	#N/A	18	8.26	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
80227	10	9.82	#N/A	#N/A	8	8.35	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
98702	8	8.35	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
39939	#N/A	#N/A	#N/A	#N/A	13	8.37	13	8.37	#N/A	#N/A	#N/A	#N/A
227750	#N/A	#N/A	#N/A	#N/A	13	8.37	13	13.08	#N/A	#N/A	#N/A	#N/A
121902	#N/A	#N/A	#N/A	#N/A	17	43.85	#N/A	#N/A	13	8.37	#N/A	#N/A
24882	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	13	8.37	#N/A	#N/A
37804	13	9.07	#N/A	#N/A	13	8.37	1	93.53	13	8.37	#N/A	#N/A
45392	13	10.11	#N/A	#N/A	13	8.37	#N/A	#N/A	13	17.47	#N/A	#N/A
41573	#N/A	#N/A	#N/A	#N/A	13	8.37	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
265423	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	14	8.46	#N/A	#N/A
77790	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	32	8.48	#N/A	#N/A
78752	19	8.55	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
260873	3	246.06	#N/A	#N/A	3	8.59	3	331.14	12	35.09	#N/A	#N/A
29687	8	8.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	8	17.02	#N/A	#N/A
43209	8	10.31	#N/A	#N/A	8	8.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
187525	8	8.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
62988	8	8.6	10	46.15	10	45.84	#N/A	#N/A	10	49.63	8	10.55
105813	10	9.82	8	8.6	#N/A	#N/A	#N/A	#N/A	8	14.25	#N/A	#N/A
106113	#N/A	#N/A	#N/A	#N/A	8	8.6	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
75695	#N/A	#N/A	#N/A	#N/A	8	8.6	#N/A	#N/A	8	17.02	10	9.13
3013	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	9.51	7	8.61
29945	#N/A	#N/A	#N/A	#N/A	1	8.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
65114	#N/A	#N/A	#N/A	#N/A	1	8.64	#N/A	#N/A	1	142.59	#N/A	#N/A
249490	#N/A	#N/A	#N/A	#N/A	1	8.64	1	155.34	1	64.78	#N/A	#N/A
100225	1	151.96	#N/A	#N/A	1	8.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
124943	1	166.42	1	151.96	1	155.34	1	8.64	1	166.42	1	71.34
56487	1	8.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1	71.49	#N/A	#N/A
51438	#N/A	#N/A	#N/A	#N/A	1	8.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
67421	1	151.96	#N/A	#N/A	1	8.64	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
75443	1	8.64	1	163.83	1	155.34	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
125948	1	166.42	#N/A	#N/A	1	8.64	1	155.34	1	175.43	#N/A	#N/A
111892	1	151.96	#N/A	#N/A	1	155.34	#N/A	#N/A	1	8.64	#N/A	#N/A
77980	22	9.02	#N/A	#N/A	22	8.67	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
243111	18	8.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	7	74.64	#N/A	#N/A
78839	18	8.78	#N/A	#N/A	7	83.37	#N/A	#N/A	7	85.12	#N/A	#N/A
29997	18	8.78	#N/A	#N/A	18	13.09	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
94719	18	8.78	#N/A	#N/A	7	76.96	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
98090	7	79.37	18	8.78	#N/A	#N/A	#N/A	#N/A	7	85.12	#N/A	#N/A
39717	7	79.37	18	8.78	7	83.37	18	13.61	7	83.37	#N/A	#N/A
38305	18	8.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
121430	7	79.37	18	8.78	18	13.61	7	83.37	#N/A	#N/A	#N/A	#N/A
340140	18	8.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
126389	7	79.37	18	8.78	18	13.09	7	83.37	#N/A	#N/A	#N/A	#N/A
59692	18	8.78	7	79.37	18	13.09	#N/A	#N/A	18	14.13	#N/A	#N/A
26591	18	8.78	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
49036	8	10.31	#N/A	#N/A	8	8.84	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
97920	8	8.84	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	10	9.82	#N/A	#N/A
79054	#N/A	#N/A	#N/A	#N/A	8	8.84	10	46.75	#N/A	#N/A	#N/A	#N/A
20049	#N/A	#N/A	#N/A	#N/A	8	8.84	#N/A	#N/A	8	10.06	#N/A	#N/A
226396	13	8.89	#N/A	#N/A	13	17.93	#N/A	#N/A	13	17.47	#N/A	#N/A
71650	3	8.9	#N/A	#N/A	3	281.05	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
15261	3	140.37	3	245.75	3	330.83	3	8.9	12	33.26	12	54.68
70244	#N/A	#N/A	#N/A	#N/A	3	8.9	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
124223	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	32	8.93	#N/A	#N/A
102822	18	8.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	16.37	#N/A	#N/A
90411	18	8.95	7	78	#N/A	#N/A	#N/A	#N/A	18	17.4	#N/A	#N/A
14711	18	8.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
34330	18	8.95	7	78.86	7	71	#N/A	#N/A	7	75.09	18	15.16
100780	7	79.55	18	8.95	#N/A	#N/A	#N/A	#N/A	7	77.31	#N/A	#N/A
51931	18	8.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
33102	18	8.95	7	79.37	7	83.37	18	13.44	#N/A	#N/A	#N/A	#N/A
110412	18	8.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
82082	7	79.37	18	8.95	18	12.75	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
125274	18	8.95	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	18	12.4	#N/A	#N/A
